SITE,SECTORID,RECOMMENDATION_TYPE,COST,PRIORITY,CLUSTERID,CLUSTER_LEVEL,GROUP_ID,IMPLEMENTATION_DATE
25023113475,300,Entrance L2100,49751.94,3,55474002,YES,2,9
25023113475,40,Entrance L2100,36395.11,3,55474002,YES,2,9
25023113476,10,Entrance L2600,48421.55,2,55474064,NO,,16
25023113476,140,Entrance L2600,58693.08,2,55474064,NO,,16
25023113476,290,Entrance L2600,145060.16,2,55474064,NO,,16
25023113476,10,Entrance L2100,48421.55,3,55474064,YES,2,17
25023113476,140,Entrance L2100,58693.08,3,55474064,YES,2,17
25023113476,290,Entrance L2100,145060.16,3,55474064,YES,2,17
25023113480,130,Entrance L2600,71734.83,2,55474064,NO,,16
25023113480,260,Entrance L2600,169548.42,2,55474064,NO,,16
25023113480,350,Entrance L2600,134089.29,2,55474064,NO,,16
25023113480,130,Entrance L2100,71734.83,3,55474064,YES,2,17
25023113480,260,Entrance L2100,169548.42,3,55474064,YES,2,17
25023113480,350,Entrance L2100,134089.29,3,55474064,YES,2,17
25023113481,100,Entrance L2600,68110.64,2,55474003,NO,,10
25023113481,220,Entrance L2600,33901.24,2,55474003,NO,,20
25023113481,320,Entrance L2600,26545.6,2,55474003,NO,,20
25023113481,100,Entrance L2100,68110.64,3,55474003,YES,2,11
25023113482,0,Entrance L2600,67379.96,2,55474064,NO,,16
25023113482,140,Entrance L2600,48517.66,2,55474064,NO,,20
25023113482,250,Entrance L2600,57604.64,2,55474064,NO,,16
25023113482,0,Entrance L2100,67379.96,3,55474064,YES,2,17
25023113482,250,Entrance L2100,57604.64,3,55474064,YES,2,17
25023113483,170,Entrance L2600,87186.17,2,55474066,NO,,5
25023113483,290,Entrance L2600,221742.06,2,55474066,NO,,5
25023113483,60,Entrance L2600,7704.69,2,55474066,NO,,5
25023113483,170,Entrance L2100,87186.17,3,55474066,YES,2,7
25023113483,290,Entrance L2100,221742.06,3,55474066,YES,2,7
25023113483,60,Entrance L2100,7704.69,3,55474066,YES,2,7
25023113484,170,Entrance L2600,118388.55,2,55474066,NO,,5
25023113484,260,Entrance L2600,91882.75,2,55474066,NO,,20
25023113484,40,Entrance L2600,188428.14,2,55474066,NO,,20
25023113484,170,Entrance L2100,118388.55,3,55474066,YES,2,7
25023113485,180,Entrance L2600,62479.24,2,55474064,NO,,16
25023113485,350,Entrance L2600,205954.19,2,55474064,NO,,16
25023113485,70,Entrance L2600,54649.02,2,55474064,NO,,16
25023113485,180,Entrance L2100,62479.24,3,55474064,YES,2,17
25023113485,350,Entrance L2100,205954.19,3,55474064,YES,2,17
25023113485,70,Entrance L2100,54649.02,3,55474064,YES,2,17
25023113486,0,Entrance L2600,33435.27,2,55474003,NO,,10
25023113486,170,Entrance L2600,70662.39,2,55474003,NO,,10
25023113486,90,Entrance L2600,50222.74,2,55474003,NO,,10
25023113486,0,Entrance L2100,33435.27,3,55474003,YES,2,11
25023113486,170,Entrance L2100,70662.39,3,55474003,YES,2,11
25023113486,90,Entrance L2100,50222.74,3,55474003,YES,2,11
25023113487,200,Entrance L2600,61207.48,2,55474004,NO,,6
25023113487,310,Entrance L2600,49620.09,2,55474004,NO,,6
25023113487,90,Entrance L2600,89160.53,2,55474004,NO,,6
25023113487,200,Entrance L2100,61207.48,3,55474004,YES,2,7
25023113487,310,Entrance L2100,49620.09,3,55474004,YES,2,7
25023113487,90,Entrance L2100,89160.53,3,55474004,YES,2,7
25023113488,140,Entrance L2600,46912.93,2,55474064,NO,,16
25023113488,270,Entrance L2600,51655.49,2,55474064,NO,,16
25023113488,50,Entrance L2600,112243.07,2,55474064,NO,,16
25023113488,140,Entrance L2100,46912.93,3,55474064,YES,2,17
25023113488,270,Entrance L2100,51655.49,3,55474064,YES,2,17
25023113488,50,Entrance L2100,112243.07,3,55474064,YES,2,17
25023113491,0,Entrance L2600,44358.93,2,55474064,NO,,16
25023113491,130,Entrance L2600,57465.67,2,55474064,NO,,16
25023113491,230,Entrance L2600,75384.74,2,55474064,NO,,16
25023113491,0,Entrance L2100,44358.93,3,55474064,YES,2,17
25023113491,130,Entrance L2100,57465.67,3,55474064,YES,2,17
25023113491,230,Entrance L2100,75384.74,3,55474064,YES,2,17
25023113492,10,Entrance L2600,78129.82,2,55474064,NO,,16
25023113492,110,Entrance L2600,68239.13,2,55474064,NO,,16
25023113492,230,Entrance L2600,90248.18,2,55474064,NO,,16
25023113492,10,Entrance L2100,78129.82,3,55474064,YES,2,17
25023113492,110,Entrance L2100,68239.13,3,55474064,YES,2,17
25023113492,230,Entrance L2100,90248.18,3,55474064,YES,2,17
25023113494,100,Entrance L2600,151572.49,2,55474001,NO,,13
25023113494,190,Entrance L2600,42671.95,2,55474001,NO,,13
25023113494,280,Entrance L2600,59059.44,2,55474001,NO,,13
25023113494,100,Entrance L2100,151572.49,3,55474001,YES,2,14
25023113494,190,Entrance L2100,42671.95,3,55474001,YES,2,14
25023113494,280,Entrance L2100,59059.44,3,55474001,YES,2,14
25023113495,220,Entrance L2600,35256.22,2,55474001,NO,,13
25023113495,220,Entrance L2100,35256.22,3,55474001,YES,2,14
25023113497,100,Entrance L2600,29551.94,2,55474001,NO,,13
25023113497,260,Entrance L2600,22308.55,2,55474001,NO,,13
25023113497,350,Entrance L2600,80769.95,2,55474001,NO,,13
25023113497,100,Entrance L2100,29551.94,3,55474001,YES,2,14
25023113497,260,Entrance L2100,22308.55,3,55474001,YES,2,14
25023113497,350,Entrance L2100,80769.95,3,55474001,YES,2,14
25023113499,140,Entrance L2600,71904.27,2,55474003,NO,,10
25023113499,230,Entrance L2600,61015.85,2,55474003,NO,,10
25023113499,305,Entrance L2600,47891.2,2,55474003,NO,,10
25023113499,140,Entrance L2100,71904.27,3,55474003,YES,2,11
25023113499,230,Entrance L2100,61015.85,3,55474003,YES,2,11
25023113499,305,Entrance L2100,47891.2,3,55474003,YES,2,11
25023113501,130,Entrance L2600,163486.59,2,55474003,NO,,20
25023113501,20,Entrance L2600,122151,2,55474003,NO,,10
25023113501,260,Entrance L2600,122432.59,2,55474003,NO,,10
25023113501,20,Entrance L2100,122151,3,55474003,YES,2,11
25023113501,260,Entrance L2100,122432.59,3,55474003,YES,2,11
25023113502,10,Entrance L2600,200349.19,2,55474033,NO,,20
25023113502,130,Entrance L2600,240836.82,2,55474033,NO,,20
25023113502,270,Entrance L2600,188010.39,2,55474033,NO,,20
25023113504,160,Entrance L2600,83536.13,2,55474001,NO,,13
25023113504,250,Entrance L2600,99009.6,2,55474001,NO,,13
25023113504,80,Entrance L2600,42756.7,2,55474001,NO,,13
25023113504,160,Entrance L2100,83536.13,3,55474001,YES,2,14
25023113504,250,Entrance L2100,99009.6,3,55474001,YES,2,14
25023113504,80,Entrance L2100,42756.7,3,55474001,YES,2,14
25023113505,140,Entrance L2600,82773.79,2,55474003,NO,,10
25023113505,300,Entrance L2600,18081.7,2,55474003,NO,,10
25023113505,50,Entrance L2600,81965.13,2,55474003,NO,,10
25023113505,140,Entrance L2100,82773.79,3,55474003,YES,2,11
25023113505,300,Entrance L2100,18081.7,3,55474003,YES,2,11
25023113505,50,Entrance L2100,81965.13,3,55474003,YES,2,11
25023113506,130,Entrance L2600,67589.07,2,55474065,NO,,7
25023113506,270,Entrance L2600,151482.01,2,55474065,NO,,7
25023113506,40,Entrance L2600,124290.38,2,55474065,NO,,7
25023113506,130,Entrance L2100,67589.07,3,55474065,YES,2,8
25023113506,270,Entrance L2100,151482.01,3,55474065,YES,2,8
25023113506,40,Entrance L2100,124290.38,3,55474065,YES,2,8
25023113508,10,Entrance L2600,136812.01,2,55474065,NO,,7
25023113508,100,Entrance L2600,96733.15,2,55474065,NO,,7
25023113508,280,Entrance L2600,87961.08,2,55474065,NO,,7
25023113508,10,Entrance L2100,136812.01,3,55474065,YES,2,8
25023113508,100,Entrance L2100,96733.15,3,55474065,YES,2,8
25023113508,280,Entrance L2100,87961.08,3,55474065,YES,2,8
25023113509,150,Entrance L2600,8255.73,2,55474003,NO,,10
25023113509,220,Entrance L2600,88715.67,2,55474003,NO,,10
25023113509,150,Entrance L2100,8255.73,3,55474003,YES,2,11
25023113509,220,Entrance L2100,88715.67,3,55474003,YES,2,11
25023113511,180,Entrance L2600,6341.51,2,55474003,NO,,10
25023113511,350,Entrance L2600,30841.27,2,55474003,NO,,10
25023113511,90,Entrance L2600,16172.43,2,55474003,NO,,10
25023113511,180,Entrance L2100,6341.51,3,55474003,YES,2,11
25023113511,350,Entrance L2100,30841.27,3,55474003,YES,2,11
25023113511,90,Entrance L2100,16172.43,3,55474003,YES,2,11
25023113512,190,Entrance L2600,102529.64,2,55474065,NO,,7
25023113512,270,Entrance L2600,161201.83,2,55474065,NO,,7
25023113512,90,Entrance L2600,168473.3,2,55474065,NO,,7
25023113512,190,Entrance L2100,102529.64,3,55474065,YES,2,8
25023113512,270,Entrance L2100,161201.83,3,55474065,YES,2,8
25023113512,90,Entrance L2100,168473.3,3,55474065,YES,2,8
25023113513,160,Entrance L2600,95232.04,2,55474065,NO,,7
25023113513,330,Entrance L2600,60712.99,2,55474065,NO,,7
25023113513,70,Entrance L2600,132956.63,2,55474065,NO,,7
25023113513,160,Entrance L2100,95232.04,3,55474065,YES,2,8
25023113513,330,Entrance L2100,60712.99,3,55474065,YES,2,8
25023113513,70,Entrance L2100,132956.63,3,55474065,YES,2,8
25023113516,180,Entrance L2600,94444.73,2,55474065,NO,,7
25023113516,280,Entrance L2600,49244.42,2,55474065,NO,,7
25023113516,60,Entrance L2600,115766.13,2,55474065,NO,,7
25023113516,180,Entrance L2100,94444.73,3,55474065,YES,2,8
25023113516,280,Entrance L2100,49244.42,3,55474065,YES,2,8
25023113516,60,Entrance L2100,115766.13,3,55474065,YES,2,8
25023113520,150,Entrance L2600,26472.86,2,55474003,NO,,10
25023113520,260,Entrance L2600,44894.89,2,55474003,NO,,10
25023113520,150,Entrance L2100,26472.86,3,55474003,YES,2,11
25023113520,260,Entrance L2100,44894.89,3,55474003,YES,2,11
25023113521,150,Entrance L2600,44564.39,2,55474066,NO,,20
25023113521,230,Entrance L2600,48795.7,2,55474066,NO,,5
25023113521,330,Entrance L2600,92184.68,2,55474066,NO,,5
25023113521,230,Entrance L2100,48795.7,3,55474066,YES,2,7
25023113521,330,Entrance L2100,92184.68,3,55474066,YES,2,7
25023113522,220,Entrance L2600,78384.12,2,55474066,NO,,5
25023113522,340,Entrance L2600,45706.59,2,55474066,NO,,5
25023113522,70,Entrance L2600,132072.71,2,55474066,NO,,5
25023113522,220,Entrance L2100,78384.12,3,55474066,YES,2,7
25023113522,340,Entrance L2100,45706.59,3,55474066,YES,2,7
25023113522,70,Entrance L2100,132072.71,3,55474066,YES,2,7
25023113523,210,Entrance L2600,45443.31,2,55474066,NO,,5
25023113523,300,Entrance L2600,44546.72,2,55474066,NO,,5
25023113523,40,Entrance L2600,34259.95,2,55474066,NO,,5
25023113523,210,Entrance L2100,45443.31,3,55474066,YES,2,7
25023113523,300,Entrance L2100,44546.72,3,55474066,YES,2,7
25023113523,40,Entrance L2100,34259.95,3,55474066,YES,2,7
25023113529,,Entrance L2600,1242.18,2,55474066,NO,,20
25023113529,140,Entrance L2600,79557.68,2,55474066,NO,,5
25023113529,20,Entrance L2600,13638.76,2,55474066,NO,,5
25023113529,300,Entrance L2600,64645.02,2,55474066,NO,,5
25023113529,140,Entrance L2100,79557.68,3,55474066,YES,2,7
25023113529,20,Entrance L2100,13638.76,3,55474066,YES,2,7
25023113529,300,Entrance L2100,64645.02,3,55474066,YES,2,7
25023113530,210,Entrance L2600,111627.86,2,55474066,NO,,5
25023113530,330,Entrance L2600,78161.54,2,55474066,NO,,5
25023113530,70,Entrance L2600,158311.58,2,55474066,NO,,5
25023113530,210,Entrance L2100,111627.86,3,55474066,YES,2,7
25023113530,330,Entrance L2100,78161.54,3,55474066,YES,2,7
25023113530,70,Entrance L2100,158311.58,3,55474066,YES,2,7
25023113531,190,Entrance L2600,147765.59,2,55474066,NO,,5
25023113531,320,Entrance L2600,5623.08,2,55474066,NO,,5
25023113531,80,Entrance L2600,166376.5,2,55474066,NO,,5
25023113531,190,Entrance L2100,147765.59,3,55474066,YES,2,7
25023113531,320,Entrance L2100,5623.08,3,55474066,YES,2,7
25023113531,80,Entrance L2100,166376.5,3,55474066,YES,2,7
25023113532,110,Entrance L2600,80583.79,2,55474066,NO,,5
25023113532,20,Entrance L2600,42506.89,2,55474066,NO,,20
25023113532,260,Entrance L2600,71087.39,2,55474066,NO,,5
25023113532,110,Entrance L2100,80583.79,3,55474066,YES,2,7
25023113532,260,Entrance L2100,71087.39,3,55474066,YES,2,7
25023113534,120,Entrance L2600,61589.06,2,55474066,NO,,5
25023113534,210,Entrance L2600,74877.55,2,55474066,NO,,5
25023113534,40,Entrance L2600,129751.79,2,55474066,NO,,5
25023113534,120,Entrance L2100,61589.06,3,55474066,YES,2,7
25023113534,210,Entrance L2100,74877.55,3,55474066,YES,2,7
25023113534,40,Entrance L2100,129751.79,3,55474066,YES,2,7
25023113536,250,Entrance L2600,73801.52,2,55474066,NO,,5
25023113536,330,Entrance L2600,33393.29,2,55474066,NO,,20
25023113536,60,Entrance L2600,41845,2,55474066,NO,,20
25023113536,250,Entrance L2100,73801.52,3,55474066,YES,2,7
25023113537,180,Entrance L2600,101137.32,2,55474066,NO,,5
25023113537,350,Entrance L2600,107496.19,2,55474066,NO,,5
25023113537,80,Entrance L2600,131730.59,2,55474066,NO,,5
25023113537,180,Entrance L2100,101137.32,3,55474066,YES,2,7
25023113537,350,Entrance L2100,107496.19,3,55474066,YES,2,7
25023113537,80,Entrance L2100,131730.59,3,55474066,YES,2,7
25023113538,10,Entrance L2600,89392.28,2,55474066,NO,,5
25023113538,100,Entrance L2600,52888.05,2,55474066,NO,,20
25023113538,240,Entrance L2600,169585.04,2,55474066,NO,,5
25023113538,10,Entrance L2100,89392.28,3,55474066,YES,2,7
25023113538,240,Entrance L2100,169585.04,3,55474066,YES,2,7
25023113539,140,Entrance L2100,85974.22,3,55474066,YES,2,7
25023113539,340,Entrance L2100,43655.74,3,55474066,YES,2,7
25023113539,60,Entrance L2100,34330.88,3,55474066,YES,2,7
25023113541,10,Entrance L2600,126047.96,2,55474066,NO,,5
25023113541,200,Entrance L2600,156995.01,2,55474066,NO,,5
25023113541,90,Entrance L2600,38072.76,2,55474066,NO,,5
25023113541,10,Entrance L2100,126047.96,3,55474066,YES,2,7
25023113541,200,Entrance L2100,156995.01,3,55474066,YES,2,7
25023113541,90,Entrance L2100,38072.76,3,55474066,YES,2,7
25023113543,220,Entrance L2600,109522.86,2,55474066,NO,,20
25023113543,350,Entrance L2600,128209.59,2,55474066,NO,,5
25023113543,90,Entrance L2600,136726.9,2,55474066,NO,,20
25023113543,350,Entrance L2100,128209.59,3,55474066,YES,2,7
25023113546,130,Entrance L2600,83529.23,2,55474066,NO,,5
25023113546,210,Entrance L2600,136264.09,2,55474066,NO,,5
25023113546,300,Entrance L2600,110182.02,2,55474066,NO,,5
25023113546,130,Entrance L2100,83529.23,3,55474066,YES,2,7
25023113546,210,Entrance L2100,136264.09,3,55474066,YES,2,7
25023113546,300,Entrance L2100,110182.02,3,55474066,YES,2,7
25023113547,0,Entrance L2600,103496.8,2,55474066,NO,,5
25023113547,270,Entrance L2600,125823.05,2,55474066,NO,,5
25023113547,90,Entrance L2600,146783.93,2,55474066,NO,,5
25023113547,0,Entrance L2100,103496.8,3,55474066,YES,2,7
25023113547,270,Entrance L2100,125823.05,3,55474066,YES,2,7
25023113547,90,Entrance L2100,146783.93,3,55474066,YES,2,7
25023113548,190,Entrance L2600,79045.95,2,55474066,NO,,5
25023113548,300,Entrance L2600,114578.1,2,55474066,NO,,5
25023113548,50,Entrance L2600,45488.9,2,55474066,NO,,5
25023113548,190,Entrance L2100,79045.95,3,55474066,YES,2,7
25023113548,300,Entrance L2100,114578.1,3,55474066,YES,2,7
25023113548,50,Entrance L2100,45488.9,3,55474066,YES,2,7
25023113549,230,Entrance L2600,126445.56,2,55474066,NO,,5
25023113549,80,Entrance L2600,101535.36,2,55474066,NO,,5
25023113549,230,Entrance L2100,126445.56,3,55474066,YES,2,7
25023113549,80,Entrance L2100,101535.36,3,55474066,YES,2,7
25023113550,10,Entrance L2600,38225.19,2,55474066,NO,,5
25023113550,230,Entrance L2600,60192.73,2,55474066,NO,,5
25023113550,90,Entrance L2600,42501.08,2,55474066,NO,,5
25023113550,10,Entrance L2100,38225.19,3,55474066,YES,2,7
25023113550,230,Entrance L2100,60192.73,3,55474066,YES,2,7
25023113550,90,Entrance L2100,42501.08,3,55474066,YES,2,7
25023113551,330,Entrance L2600,54281.95,2,55474066,NO,,5
25023113551,330,Entrance L2100,54281.95,3,55474066,YES,2,7
25023113552,10,Entrance L2600,129897.79,2,55474066,NO,,5
25023113552,170,Entrance L2600,149976.44,2,55474066,NO,,5
25023113552,270,Entrance L2600,52623.48,2,55474066,NO,,5
25023113552,10,Entrance L2100,129897.79,3,55474066,YES,2,7
25023113552,170,Entrance L2100,149976.44,3,55474066,YES,2,7
25023113552,270,Entrance L2100,52623.48,3,55474066,YES,2,7
25023113555,100,Entrance L2600,53602.02,2,55474076,NO,,1
25023113555,210,Entrance L2600,87619.31,2,55474076,NO,,1
25023113555,290,Entrance L2600,126417.39,2,55474076,NO,,1
25023113555,100,Entrance L2100,53602.02,3,55474076,YES,2,2
25023113555,210,Entrance L2100,87619.31,3,55474076,YES,2,2
25023113555,290,Entrance L2100,126417.39,3,55474076,YES,2,2
25023113556,130,Entrance L2600,60106.54,2,55474076,NO,,1
25023113556,280,Entrance L2600,118532.49,2,55474076,NO,,1
25023113556,40,Entrance L2600,48811.25,2,55474076,NO,,1
25023113556,130,Entrance L2100,60106.54,3,55474076,YES,2,2
25023113556,280,Entrance L2100,118532.49,3,55474076,YES,2,2
25023113556,40,Entrance L2100,48811.25,3,55474076,YES,2,2
25023113557,190,Entrance L2600,90004.34,2,55474076,NO,,1
25023113557,300,Entrance L2600,52051.96,2,55474076,NO,,1
25023113557,70,Entrance L2600,58870.73,2,55474076,NO,,1
25023113557,190,Entrance L2100,90004.34,3,55474076,YES,2,2
25023113557,300,Entrance L2100,52051.96,3,55474076,YES,2,2
25023113557,70,Entrance L2100,58870.73,3,55474076,YES,2,2
25023113559,150,Entrance L2600,97981.54,2,55474076,NO,,1
25023113559,240,Entrance L2600,206783.07,2,55474076,NO,,1
25023113559,40,Entrance L2600,192045.27,2,55474076,NO,,1
25023113559,150,Entrance L2100,97981.54,3,55474076,YES,2,2
25023113559,240,Entrance L2100,206783.07,3,55474076,YES,2,2
25023113559,40,Entrance L2100,192045.27,3,55474076,YES,2,2
25023113560,190,Entrance L2600,109490.89,2,55474076,NO,,1
25023113560,310,Entrance L2600,64413.92,2,55474076,NO,,1
25023113560,80,Entrance L2600,73045.24,2,55474076,NO,,1
25023113560,190,Entrance L2100,109490.89,3,55474076,YES,2,2
25023113560,310,Entrance L2100,64413.92,3,55474076,YES,2,2
25023113560,80,Entrance L2100,73045.24,3,55474076,YES,2,2
25023113561,130,Entrance L2600,86785.5,2,55474076,NO,,1
25023113561,260,Entrance L2600,138232.6,2,55474076,NO,,1
25023113561,40,Entrance L2600,129289.71,2,55474076,NO,,1
25023113561,130,Entrance L2100,86785.5,3,55474076,YES,2,2
25023113561,260,Entrance L2100,138232.6,3,55474076,YES,2,2
25023113561,40,Entrance L2100,129289.71,3,55474076,YES,2,2
25023113562,0,Entrance L2600,85679.35,2,55474076,NO,,1
25023113562,170,Entrance L2600,63366.28,2,55474076,NO,,1
25023113562,80,Entrance L2600,69612.23,2,55474076,NO,,1
25023113562,0,Entrance L2100,85679.35,3,55474076,YES,2,2
25023113562,170,Entrance L2100,63366.28,3,55474076,YES,2,2
25023113562,80,Entrance L2100,69612.23,3,55474076,YES,2,2
25023113563,200,Entrance L2600,110266.93,2,55474076,NO,,1
25023113563,340,Entrance L2600,79802.74,2,55474076,NO,,1
25023113563,90,Entrance L2600,102079.53,2,55474076,NO,,1
25023113563,200,Entrance L2100,110266.93,3,55474076,YES,2,2
25023113563,340,Entrance L2100,79802.74,3,55474076,YES,2,2
25023113563,90,Entrance L2100,102079.53,3,55474076,YES,2,2
25023113564,180,Entrance L2600,141632.31,2,55474076,NO,,1
25023113564,290,Entrance L2600,108769.77,2,55474076,NO,,1
25023113564,60,Entrance L2600,42522.02,2,55474076,NO,,1
25023113564,180,Entrance L2100,141632.31,3,55474076,YES,2,2
25023113564,290,Entrance L2100,108769.77,3,55474076,YES,2,2
25023113564,60,Entrance L2100,42522.02,3,55474076,YES,2,2
25023113566,120,Entrance L2600,36967.18,2,55474066,NO,,5
25023113566,270,Entrance L2600,52327.58,2,55474066,NO,,5
25023113566,120,Entrance L2100,36967.18,3,55474066,YES,2,7
25023113566,270,Entrance L2100,52327.58,3,55474066,YES,2,7
25023113576,200,Refarming L2100,92508.26,3,55474066,YES,2,7
25023113576,330,Refarming L2100,95555.99,3,55474066,YES,2,7
25023113576,90,Refarming L2100,60911.06,3,55474066,YES,2,7
25023113581,320,Entrance L2600,13294.73,2,55474003,NO,,20
25023113581,50,Entrance L2600,50926.53,2,55474003,NO,,10
25023113581,50,Entrance L2100,50926.53,3,55474003,YES,2,11
25023113839,160,Entrance L2600,51073.5,2,55474158,NO,,3
25023113839,320,Entrance L2600,75976.22,2,55474158,NO,,3
25023113839,50,Entrance L2600,64099.02,2,55474158,NO,,3
25023113839,160,Entrance L2100,51073.5,3,55474158,YES,2,4
25023113839,320,Entrance L2100,75976.22,3,55474158,YES,2,4
25023113839,50,Entrance L2100,64099.02,3,55474158,YES,2,4
25023113884,140,Entrance L2600,105746.85,2,55474066,NO,,5
25023113884,230,Entrance L2600,108559.47,2,55474066,NO,,5
25023113884,310,Entrance L2600,145756.52,2,55474066,NO,,5
25023113884,140,Entrance L2100,105746.85,3,55474066,YES,2,7
25023113884,230,Entrance L2100,108559.47,3,55474066,YES,2,7
25023113884,310,Entrance L2100,145756.52,3,55474066,YES,2,7
25023113887,100,Entrance L2600,69701.83,2,55474066,NO,,5
25023113887,20,Entrance L2600,102943.22,2,55474066,NO,,5
25023113887,240,Entrance L2600,169285.46,2,55474066,NO,,20
25023113887,100,Entrance L2100,69701.83,3,55474066,YES,2,7
25023113887,20,Entrance L2100,102943.22,3,55474066,YES,2,7
25023113892,200,Entrance L2600,114123.97,2,55474066,NO,,5
25023113892,300,Entrance L2600,137986.43,2,55474066,NO,,5
25023113892,80,Entrance L2600,35848.06,2,55474066,NO,,5
25023113892,200,Entrance L2100,114123.97,3,55474066,YES,2,7
25023113892,300,Entrance L2100,137986.43,3,55474066,YES,2,7
25023113892,80,Entrance L2100,35848.06,3,55474066,YES,2,7
25023113959,100,Entrance L2600,95886.48,2,55474001,NO,,13
25023113959,200,Entrance L2600,46888.62,2,55474001,NO,,20
25023113959,310,Entrance L2600,58460.75,2,55474001,NO,,13
25023113959,100,Entrance L2100,95886.48,3,55474001,YES,2,14
25023113959,310,Entrance L2100,58460.75,3,55474001,YES,2,14
25023114067,150,Entrance L2600,3074.1,2,55474066,NO,,5
25023114067,300,Entrance L2600,72200.1,2,55474066,NO,,5
25023114067,40,Entrance L2600,97216.94,2,55474066,NO,,5
25023114067,150,Entrance L2100,3074.1,3,55474066,YES,2,7
25023114067,300,Entrance L2100,72200.1,3,55474066,YES,2,7
25023114067,40,Entrance L2100,97216.94,3,55474066,YES,2,7
25023114072,160,Entrance L2600,79519,2,55474066,NO,,5
25023114072,260,Entrance L2600,17111.29,2,55474066,NO,,5
25023114072,340,Entrance L2600,73323.44,2,55474066,NO,,5
25023114072,160,Entrance L2100,79519,3,55474066,YES,2,7
25023114072,260,Entrance L2100,17111.29,3,55474066,YES,2,7
25023114072,340,Entrance L2100,73323.44,3,55474066,YES,2,7
25023114075,0,Entrance L2600,45758.54,2,55474066,NO,,5
25023114075,130,Entrance L2600,27214.74,2,55474066,NO,,5
25023114075,270,Entrance L2600,72601.05,2,55474066,NO,,5
25023114075,0,Entrance L2100,45758.54,3,55474066,YES,2,7
25023114075,130,Entrance L2100,27214.74,3,55474066,YES,2,7
25023114075,270,Entrance L2100,72601.05,3,55474066,YES,2,7
25023114076,210,Entrance L2600,147770.05,2,55474066,NO,,20
25023114076,330,Entrance L2600,14318.88,2,55474066,NO,,5
25023114076,70,Entrance L2600,122720.35,2,55474066,NO,,5
25023114076,330,Entrance L2100,14318.88,3,55474066,YES,2,7
25023114076,70,Entrance L2100,122720.35,3,55474066,YES,2,7
25023114080,230,Entrance L2600,72708.81,2,55474066,NO,,5
25023114080,320,Entrance L2600,98194.35,2,55474066,NO,,5
25023114080,230,Entrance L2100,72708.81,3,55474066,YES,2,7
25023114080,320,Entrance L2100,98194.35,3,55474066,YES,2,7
25023114083,140,Entrance L2600,87576.57,2,55474066,NO,,5
25023114083,220,Entrance L2600,38169.79,2,55474066,NO,,5
25023114083,60,Entrance L2600,24342.14,2,55474066,NO,,5
25023114083,140,Entrance L2100,87576.57,3,55474066,YES,2,7
25023114083,220,Entrance L2100,38169.79,3,55474066,YES,2,7
25023114083,60,Entrance L2100,24342.14,3,55474066,YES,2,7
25023114088,10,Entrance L2600,78785.51,2,55474066,NO,,5
25023114088,120,Entrance L2600,65924.89,2,55474066,NO,,5
25023114088,260,Entrance L2600,43304.77,2,55474066,NO,,5
25023114088,10,Entrance L2100,78785.51,3,55474066,YES,2,7
25023114088,120,Entrance L2100,65924.89,3,55474066,YES,2,7
25023114088,260,Entrance L2100,43304.77,3,55474066,YES,2,7
25023114321,240,Entrance L2600,112947.38,2,55474066,NO,,5
25023114321,320,Entrance L2600,72590.9,2,55474066,NO,,5
25023114321,50,Entrance L2600,117458.9,2,55474066,NO,,5
25023114321,240,Entrance L2100,112947.38,3,55474066,YES,2,7
25023114321,320,Entrance L2100,72590.9,3,55474066,YES,2,7
25023114321,50,Entrance L2100,117458.9,3,55474066,YES,2,7
25023114425,210,Entrance L2600,139130.52,2,55474066,NO,,20
25023114425,310,Entrance L2600,69771.89,2,55474066,NO,,5
25023114425,50,Entrance L2600,105515.96,2,55474066,NO,,5
25023114425,310,Refarming L2100,69771.89,3,55474066,YES,2,7
25023114425,50,Refarming L2100,105515.96,3,55474066,YES,2,7
25023114426,180,Entrance L2600,97593.9,2,55474066,NO,,5
25023114426,320,Entrance L2600,134164.45,2,55474066,NO,,6
25023114426,90,Entrance L2600,62593.67,2,55474066,NO,,6
25023114426,180,Refarming L2100,97593.9,3,55474066,YES,2,7
25023114426,320,Refarming L2100,134164.45,3,55474066,YES,2,7
25023114426,90,Refarming L2100,62593.67,3,55474066,YES,2,7
25023114520,10,Entrance L2600,129244.58,2,55474001,NO,,13
25023114520,120,Entrance L2600,156006.77,2,55474001,NO,,13
25023114520,250,Entrance L2600,76859.33,2,55474001,NO,,13
25023114520,10,Refarming L2100,129244.58,3,55474001,YES,2,14
25023114520,120,Refarming L2100,156006.77,3,55474001,YES,2,14
25023114520,250,Refarming L2100,76859.33,3,55474001,YES,2,14
25023114662,100,Refarming L2100,84217.29,3,55474066,YES,2,7
25023114662,220,Refarming L2100,69148.05,3,55474066,YES,2,7
25023114662,310,Refarming L2100,115668.82,3,55474066,YES,2,7
25023114710,240,Entrance L2600,3195.16,2,55474066,NO,,6
25023114710,240,Entrance L2100,3195.16,3,55474066,YES,2,7
25023114764,120,Entrance L2600,137388.02,2,55474065,NO,,20
25023114764,240,Entrance L2600,154297.13,2,55474065,NO,,7
25023114764,330,Entrance L2600,145201.78,2,55474065,NO,,7
25023114764,240,Refarming L2100,154297.13,3,55474065,YES,2,8
25023114764,330,Refarming L2100,145201.78,3,55474065,YES,2,8
