SITE,SECTORID,RECOMMENDATION_TYPE,COST,PRIORITY,CLUSTERID,CLUSTER_LEVEL,GROUP_ID,IMPLEMENTATION_DATE
25023061363,330,Entrance L2600,138624.36,2,55474003,NO,,8
25023061363,70,Entrance L2600,132091.64,2,55474003,NO,,8
25023061363,170,Refarming L2100,164270.43,3,55474003,YES,2,11
25023061363,330,Refarming L2100,138624.36,3,55474003,YES,2,11
25023061363,70,Refarming L2100,132091.64,3,55474003,YES,2,11
25023061375,140,Entrance L2600,84070.95,2,55474003,NO,,8
25023061375,350,Entrance L2600,74203.83,2,55474003,NO,,8
25023061375,60,Entrance L2600,73978.37,2,55474003,NO,,8
25023061375,140,Refarming L2100,84070.95,3,55474003,YES,2,11
25023061375,350,Refarming L2100,74203.83,3,55474003,YES,2,11
25023061375,60,Refarming L2100,73978.37,3,55474003,YES,2,11
25023061376,100,Entrance L2600,117293.38,2,55474033,NO,,1
25023061376,250,Entrance L2600,53038.33,2,55474033,NO,,1
25023061376,330,Entrance L2600,81626.76,2,55474033,NO,,1
25023061376,100,Entrance L2100,117293.38,3,55474033,YES,2,4
25023061376,250,Entrance L2100,53038.33,3,55474033,YES,2,4
25023061376,330,Entrance L2100,81626.76,3,55474033,YES,2,4
25023063303,10,Entrance L2600,20176.39,2,55474033,NO,,10
25023063303,125,Entrance L2600,136436.18,2,55474033,NO,,10
25023063303,245,Entrance L2600,167425.71,2,55474033,NO,,1
25023063303,245,Refarming L2100,167425.71,3,55474033,YES,2,4
25023063306,10,Entrance L2600,185536.65,2,55474033,NO,,10
25023063306,130,Entrance L2600,79795.86,2,55474033,NO,,10
25023063306,250,Entrance L2600,245948.65,2,55474033,NO,,10
25023063307,145,Entrance L2600,55117.38,2,55474033,NO,,10
25023063307,200,Entrance L2600,38101.81,2,55474033,NO,,1
25023063307,200,Refarming L2100,38101.81,3,55474033,YES,2,4
25023063308,150,Entrance L2600,180408.97,2,55474033,NO,,10
25023063308,265,Entrance L2600,140330.64,2,55474033,NO,,10
25023063311,210,Entrance L2600,233741.61,2,55474033,NO,,10
25023063311,25,Entrance L2600,161422.47,2,55474033,NO,,1
25023063311,305,Entrance L2600,170000.07,2,55474033,NO,,1
25023063311,25,Refarming L2100,161422.47,3,55474033,YES,2,4
25023063311,305,Refarming L2100,170000.07,3,55474033,YES,2,4
25023063313,150,Entrance L2600,200137.48,2,55474033,NO,,10
25023063314,250,Entrance L2600,39608.28,2,55474033,NO,,10
25023063318,195,Entrance L2600,211591.71,2,55474033,NO,,10
25023063318,260,Entrance L2600,168918.34,2,55474033,NO,,10
25023063319,0,Entrance L2600,5990,2,55474033,NO,,10
25023063319,120,Entrance L2600,222806.71,2,55474033,NO,,10
25023063321,280,Entrance L2600,130078.52,2,55474033,NO,,10
25023063323,100,Entrance L2600,110951.71,2,55474033,NO,,1
25023063323,230,Entrance L2600,162440.35,2,55474033,NO,,10
25023063323,350,Entrance L2600,107789.71,2,55474033,NO,,1
25023063323,100,Refarming L2100,110951.71,3,55474033,YES,2,4
25023063323,350,Refarming L2100,107789.71,3,55474033,YES,2,4
25023063324,20,Entrance L2600,191171.47,2,55474033,NO,,1
25023063324,300,Entrance L2600,71364.76,2,55474033,NO,,11
25023063324,20,Refarming L2100,191171.47,3,55474033,YES,2,4
25023063326,170,Entrance L2600,268900.35,2,55474033,NO,,11
25023063326,300,Entrance L2600,310352.34,2,55474033,NO,,11
25023063327,190,Entrance L2600,36879.31,2,55473946,NO,,11
25023063327,310,Entrance L2600,97455.54,2,55473946,NO,,11
25023063327,70,Entrance L2600,36308.09,2,55473946,NO,,11
25023063327,190,Refarming L2100,36879.31,3,55473946,YES,2,12
25023063327,310,Refarming L2100,97455.54,3,55473946,YES,2,12
25023063327,70,Refarming L2100,36308.09,3,55473946,YES,2,12
25023063328,150,Entrance L2600,153864.91,2,55474001,NO,,11
25023063328,250,Entrance L2600,185091.46,2,55474001,NO,,11
25023063328,150,Refarming L2100,153864.91,3,55474001,YES,2,14
25023063328,250,Refarming L2100,185091.46,3,55474001,YES,2,14
25023063330,150,Entrance L2600,53729.79,2,55474033,NO,,1
25023063330,230,Entrance L2600,189415.39,2,55474033,NO,,13
25023063330,340,Entrance L2600,163641.12,2,55474033,NO,,13
25023063330,150,Refarming L2100,53729.79,3,55474033,YES,2,4
25023063331,10,Entrance L2600,197579.5,2,55474033,NO,,13
25023063331,250,Entrance L2600,185837.95,2,55474033,NO,,13
25023063333,135,Entrance L2600,87979.84,2,55474033,NO,,1
25023063333,135,Refarming L2100,87979.84,3,55474033,YES,2,4
25023063336,220,Entrance L2600,124080.57,2,55474076,NO,,1
25023063336,220,Refarming L2100,124080.57,3,55474076,YES,2,2
25023063337,300,Entrance L2600,288493.69,2,55474076,NO,,1
25023063337,60,Entrance L2600,271888.15,2,55474076,NO,,1
25023063337,300,Refarming L2100,288493.69,3,55474076,YES,2,2
25023063337,60,Refarming L2100,271888.15,3,55474076,YES,2,2
25023063338,330,Entrance L2600,95246.48,2,55474065,NO,,7
25023063338,90,Entrance L2600,82411.66,2,55474065,NO,,13
25023063338,330,Refarming L2100,95246.48,3,55474065,YES,2,8
25023063340,130,Refarming L2100,72219.22,3,55474154,YES,2,8
25023063341,200,Refarming L2100,38569.09,3,55474155,YES,2,14
25023063341,320,Refarming L2100,93842.04,3,55474155,YES,2,14
25023063341,80,Refarming L2100,109109.38,3,55474155,YES,2,14
25023063345,170,Refarming L2100,57834.45,3,55473889,YES,2,8
25023063345,280,Refarming L2100,49602.41,3,55473889,YES,2,8
25023063346,110,Entrance L2600,16244.51,2,55474033,NO,,13
25023063346,230,Entrance L2600,108082.31,2,55474033,NO,,13
25023063348,330,Entrance L2600,104003.94,2,55474033,NO,,13
25023063348,90,Entrance L2600,273888.52,2,55474033,NO,,13
25023063349,330,Entrance L2600,150161.17,2,55474033,NO,,13
25023063349,85,Entrance L2600,257572.19,2,55474033,NO,,13
25023063351,190,Entrance L2600,62627.25,2,55474033,NO,,13
25023063351,320,Entrance L2600,142092.24,2,55474033,NO,,13
25023063351,70,Entrance L2600,92585.79,2,55474033,NO,,13
25023063352,10,Refarming L2100,244806.6,3,55474158,YES,2,4
25023063352,210,Refarming L2100,189968.34,3,55474158,YES,2,4
25023063352,280,Refarming L2100,151543.72,3,55474158,YES,2,4
25023063353,235,Entrance L2600,143883.72,2,55474033,NO,,1
25023063353,235,Refarming L2100,143883.72,3,55474033,YES,2,4
25023063358,15,Entrance L2600,116207.02,2,55474031,NO,,13
25023063358,250,Entrance L2600,59275.43,2,55474031,NO,,14
25023063358,15,Refarming L2100,116207.02,3,55474031,YES,2,15
25023063367,150,Refarming L2100,39405.8,3,55474154,YES,2,8
25023063367,20,Refarming L2100,32962.88,3,55474154,YES,2,8
25023063368,180,Entrance L2600,204606.58,2,55473889,NO,,7
25023063368,290,Entrance L2600,91121.63,2,55473889,NO,,7
25023063368,50,Entrance L2600,126741.15,2,55473889,NO,,14
25023063368,180,Refarming L2100,204606.58,3,55473889,YES,2,8
25023063368,290,Refarming L2100,91121.63,3,55473889,YES,2,8
25023063370,310,Entrance L2600,72768.74,2,55473946,NO,,11
25023063370,70,Entrance L2600,32100.76,2,55473946,NO,,11
25023063370,310,Refarming L2100,72768.74,3,55473946,YES,2,12
25023063370,70,Refarming L2100,32100.76,3,55473946,YES,2,12
25023063371,0,Entrance L2600,76695.63,2,55474157,NO,,14
25023063371,100,Entrance L2600,185617.5,2,55474157,NO,,14
25023063371,200,Entrance L2600,119002.42,2,55474157,NO,,14
25023063371,0,Refarming L2100,76695.63,3,55474157,YES,2,15
25023063371,100,Refarming L2100,185617.5,3,55474157,YES,2,15
25023063371,200,Refarming L2100,119002.42,3,55474157,YES,2,15
25023063376,165,Entrance L2600,191562.9,2,55474033,NO,,1
25023063376,300,Entrance L2600,128832.21,2,55474033,NO,,14
25023063376,65,Entrance L2600,136978.22,2,55474033,NO,,1
25023063376,165,Refarming L2100,191562.9,3,55474033,YES,2,4
25023063376,65,Refarming L2100,136978.22,3,55474033,YES,2,4
25023063386,110,Entrance L2600,122922.65,2,55473946,NO,,11
25023063386,330,Entrance L2600,113726.14,2,55473946,NO,,11
25023063386,110,Refarming L2100,122922.65,3,55473946,YES,2,12
25023063386,330,Refarming L2100,113726.14,3,55473946,YES,2,12
25023063391,195,Entrance L2600,131729.63,2,55474033,NO,,14
25023063391,20,Entrance L2600,193586.53,2,55474033,NO,,14
25023063394,180,Entrance L2600,97519.89,2,55474076,NO,,1
25023063394,300,Entrance L2600,67898.09,2,55474076,NO,,1
25023063394,60,Entrance L2600,139998.15,2,55474076,NO,,1
25023063394,180,Refarming L2100,97519.89,3,55474076,YES,2,2
25023063394,300,Refarming L2100,67898.09,3,55474076,YES,2,2
25023063394,60,Refarming L2100,139998.15,3,55474076,YES,2,2
25023063396,140,Entrance L2600,195046.75,2,55474033,NO,,14
25023064600,140,Entrance L2600,173357.31,2,55474033,NO,,14
25023064600,245,Entrance L2600,97614.25,2,55474033,NO,,14
25023064601,0,Entrance L2600,260339.93,2,55474033,NO,,14
25023064601,125,Entrance L2600,103678.05,2,55474033,NO,,14
25023064601,240,Entrance L2600,90071.11,2,55474033,NO,,14
25023064602,290,Entrance L2600,118214.05,2,55474065,NO,,7
25023064602,85,Entrance L2600,52823.31,2,55474065,NO,,7
25023064602,290,Refarming L2100,118214.05,3,55474065,YES,2,8
25023064602,85,Refarming L2100,52823.31,3,55474065,YES,2,8
25023064603,180,Refarming L2100,182709.35,3,55474033,YES,2,4
25023064603,300,Refarming L2100,232734.83,3,55474033,YES,2,4
25023064603,60,Refarming L2100,200350.04,3,55474033,YES,2,4
25023064605,112,Entrance L2600,194507.93,2,55474033,NO,,1
25023064605,112,Refarming L2100,194507.93,3,55474033,YES,2,4
25023064606,115,Entrance L2600,233698.42,2,55474001,NO,,11
25023064606,240,Entrance L2600,104624.77,2,55474001,NO,,11
25023064606,347,Entrance L2600,90179.68,2,55474001,NO,,11
25023064606,115,Refarming L2100,233698.42,3,55474001,YES,2,14
25023064606,240,Refarming L2100,104624.77,3,55474001,YES,2,14
25023064606,347,Refarming L2100,90179.68,3,55474001,YES,2,14
25023064608,170,Entrance L2600,143849.25,2,55473945,NO,,14
25023064608,260,Entrance L2600,132970.73,2,55473945,NO,,14
25023064608,170,Refarming L2100,143849.25,3,55473945,YES,2,16
25023064608,260,Refarming L2100,132970.73,3,55473945,YES,2,16
25023064609,150,Refarming L2100,165154.74,3,55474156,YES,2,16
25023064609,280,Refarming L2100,93901.72,3,55474156,YES,2,16
25023064609,30,Refarming L2100,108381.47,3,55474156,YES,2,16
25023064612,150,Entrance L2600,184500.4,2,55474033,NO,,15
25023064616,150,Entrance L2600,135248.29,2,55474033,NO,,15
25023064621,130,Entrance L2600,241786.38,2,55474033,NO,,15
25023064623,180,Entrance L2600,64517.27,2,55474152,NO,,6
25023064623,300,Entrance L2600,91216.02,2,55474152,NO,,6
25023064623,60,Entrance L2600,49987.48,2,55474152,NO,,15
25023064623,180,Refarming L2100,64517.27,3,55474152,YES,2,7
25023064623,300,Refarming L2100,91216.02,3,55474152,YES,2,7
25023064625,290,Entrance L2600,132975.56,2,55474033,NO,,15
25023064625,30,Entrance L2600,163604.79,2,55474033,NO,,15
25023064626,265,Entrance L2600,154811.86,2,55474033,NO,,1
25023064626,275,Entrance L2600,119874.45,2,55474033,NO,,15
25023064626,265,Refarming L2100,154811.86,3,55474033,YES,2,4
25023064627,105,Entrance L2600,105386.43,2,55474033,NO,,15
25023064627,5,Entrance L2600,110402.06,2,55474033,NO,,2
25023064627,5,Refarming L2100,110402.06,3,55474033,YES,2,4
25023064628,145,Entrance L2600,177776.06,2,55474033,NO,,2
25023064628,55,Entrance L2600,86653.94,2,55474033,NO,,2
25023064628,145,Refarming L2100,177776.06,3,55474033,YES,2,4
25023064628,55,Refarming L2100,86653.94,3,55474033,YES,2,4
25023064629,210,Entrance L2600,33368.16,2,55474033,NO,,2
25023064629,330,Entrance L2600,254279.66,2,55474033,NO,,15
25023064629,90,Entrance L2600,261937.61,2,55474033,NO,,15
25023064629,210,Refarming L2100,33368.16,3,55474033,YES,2,4
25023064630,100,Entrance L2600,282300.39,2,55474033,NO,,15
25023064630,350,Entrance L2600,446052.44,2,55474033,NO,,15
25023064633,160,Entrance L2600,209561.09,2,55474033,NO,,15
25023064633,280,Entrance L2600,199222.53,2,55474033,NO,,2
25023064633,40,Entrance L2600,24585.42,2,55474033,NO,,15
25023064633,280,Refarming L2100,199222.53,3,55474033,YES,2,4
25023064634,320,Entrance L2600,79704.23,2,55474033,NO,,15
25023064634,80,Entrance L2600,127173.39,2,55474033,NO,,15
25023064635,140,Entrance L2600,121375.38,2,55474033,NO,,2
25023064635,280,Entrance L2600,194162.14,2,55474033,NO,,15
25023064635,140,Refarming L2100,121375.38,3,55474033,YES,2,4
25023064636,200,Refarming L2100,80205.12,3,55474066,YES,2,7
25023064636,320,Refarming L2100,42733.22,3,55474066,YES,2,7
25023064636,80,Refarming L2100,71372.75,3,55474066,YES,2,7
25023064637,115,Entrance L2600,227043.21,2,55474033,NO,,15
25023064637,255,Entrance L2600,222867.37,2,55474033,NO,,15
25023064638,190,Entrance L2600,142919.63,2,55474033,NO,,15
25023064638,300,Entrance L2600,226137.89,2,55474033,NO,,15
25023064639,155,Entrance L2600,90043.13,2,55474033,NO,,15
25023064641,120,Entrance L2600,66778.35,2,55474153,NO,,15
25023064641,200,Entrance L2600,139253.22,2,55474153,NO,,15
25023064641,5,Entrance L2600,251276.18,2,55474153,NO,,15
25023064641,120,Refarming L2100,66778.35,3,55474153,YES,2,16
25023064641,200,Refarming L2100,139253.22,3,55474153,YES,2,16
25023064644,325,Entrance L2600,295718.27,2,55474033,NO,,15
25023064644,55,Entrance L2600,251103.04,2,55474033,NO,,15
25023064645,330,Entrance L2600,88762.35,2,55474033,NO,,2
25023064645,90,Entrance L2600,82962.86,2,55474033,NO,,15
25023064645,330,Refarming L2100,88762.35,3,55474033,YES,2,4
25023064646,200,Entrance L2600,69459.1,2,55474033,NO,,15
25023064646,310,Entrance L2600,57468.61,2,55474033,NO,,15
25023064649,205,Entrance L2600,263867.91,2,55474033,NO,,15
25023064649,60,Entrance L2600,154904.9,2,55474033,NO,,2
25023064649,60,Refarming L2100,154904.9,3,55474033,YES,2,4
25023064653,185,Entrance L2600,296451.8,2,55474033,NO,,15
25023064653,350,Entrance L2600,151577.15,2,55474033,NO,,2
25023064653,350,Refarming L2100,151577.15,3,55474033,YES,2,4
25023064654,130,Refarming L2100,135122.53,3,55474153,YES,2,16
25023064654,230,Refarming L2100,51554.12,3,55474153,YES,2,16
25023064655,200,Refarming L2100,38587.51,3,55474066,YES,2,7
25023064656,315,Refarming L2100,116950.95,3,55474066,YES,2,7
25023064656,80,Refarming L2100,98063.58,3,55474066,YES,2,7
25023064660,230,Refarming L2100,214939.76,3,55474066,YES,2,7
25023064660,327,Refarming L2100,157499.24,3,55474066,YES,2,7
25023064660,52,Refarming L2100,160776.06,3,55474066,YES,2,7
25023064661,200,Entrance L2600,64591.35,2,55474066,NO,,3
25023064661,320,Entrance L2600,129419.7,2,55474066,NO,,3
25023064661,80,Entrance L2600,160939,2,55474066,NO,,3
25023064661,200,Refarming L2100,64591.35,3,55474066,YES,2,7
25023064661,320,Refarming L2100,129419.7,3,55474066,YES,2,7
25023064661,80,Refarming L2100,160939,3,55474066,YES,2,7
25023064662,200,Entrance L2600,152366.37,2,55474066,NO,,3
25023064662,320,Entrance L2600,139726.54,2,55474066,NO,,3
25023064662,80,Entrance L2600,81991.17,2,55474066,NO,,3
25023064662,200,Refarming L2100,152366.37,3,55474066,YES,2,7
25023064662,320,Refarming L2100,139726.54,3,55474066,YES,2,7
25023064662,80,Refarming L2100,81991.17,3,55474066,YES,2,7
25023064663,150,Entrance L2600,135617.47,2,55474033,NO,,15
25023064663,260,Entrance L2600,164586.08,2,55474033,NO,,15
25023064664,137,Entrance L2600,269970.05,2,55474033,NO,,15
25023064664,245,Entrance L2600,118267.96,2,55474033,NO,,15
25023064664,355,Entrance L2600,224806.28,2,55474033,NO,,15
25023064665,320,Entrance L2600,234309.28,2,55474033,NO,,15
25023064665,80,Entrance L2600,140081.43,2,55474033,NO,,15
25023064666,325,Entrance L2600,87384.21,2,55474033,NO,,15
25023064666,65,Entrance L2600,116451.72,2,55474033,NO,,2
25023064666,65,Refarming L2100,116451.72,3,55474033,YES,2,4
25023064674,10,Entrance L2600,210864.67,2,55474033,NO,,15
25023064674,205,Entrance L2600,86411.18,2,55474033,NO,,15
25023064674,80,Entrance L2600,254147.82,2,55474033,NO,,15
25023064675,185,Entrance L2600,229669.48,2,55474033,NO,,15
25023064675,295,Entrance L2600,160443.04,2,55474033,NO,,2
25023064675,295,Refarming L2100,160443.04,3,55474033,YES,2,4
25023064680,140,Entrance L2600,76369.73,2,55474003,NO,,8
25023064680,15,Entrance L2600,51316.11,2,55474003,NO,,8
25023064680,230,Entrance L2600,77569.27,2,55474003,NO,,8
25023064680,140,Refarming L2100,76369.73,3,55474003,YES,2,11
25023064680,15,Refarming L2100,51316.11,3,55474003,YES,2,11
25023064680,230,Refarming L2100,77569.27,3,55474003,YES,2,11
25023064681,0,Entrance L2600,72099.08,2,55474033,NO,,2
25023064681,160,Entrance L2600,87283.34,2,55474033,NO,,15
25023064681,275,Entrance L2600,192364.89,2,55474033,NO,,2
25023064681,0,Refarming L2100,72099.08,3,55474033,YES,2,4
25023064681,275,Refarming L2100,192364.89,3,55474033,YES,2,4
25023064683,180,Entrance L2600,14845.48,2,55474003,NO,,8
25023064683,330,Entrance L2600,75658.19,2,55474003,NO,,8
25023064683,90,Entrance L2600,87783.27,2,55474003,NO,,8
25023064683,180,Refarming L2100,14845.48,3,55474003,YES,2,11
25023064683,330,Refarming L2100,75658.19,3,55474003,YES,2,11
25023064683,90,Refarming L2100,87783.27,3,55474003,YES,2,11
25023064685,200,Entrance L2100,206561.73,3,55474066,YES,2,7
25023064685,320,Refarming L2100,158118.07,3,55474066,YES,2,7
25023064685,80,Refarming L2100,158988.11,3,55474066,YES,2,7
25023064687,260,Entrance L2600,82929.43,2,55473945,NO,,14
25023064687,40,Entrance L2600,100734.37,2,55473945,NO,,14
25023064687,260,Refarming L2100,82929.43,3,55473945,YES,2,16
25023064687,40,Refarming L2100,100734.37,3,55473945,YES,2,16
25023064690,145,Entrance L2600,79644.88,2,55474033,NO,,15
25023064690,280,Entrance L2600,146236.11,2,55474033,NO,,15
25023064690,40,Entrance L2600,242441.1,2,55474033,NO,,15
25023064691,120,Entrance L2600,115806.18,2,55474033,NO,,15
25023064695,120,Refarming L2100,94606.52,3,55474033,YES,2,4
25023064695,240,Refarming L2100,110372.77,3,55474033,YES,2,4
25023064696,120,Entrance L2600,126545.28,2,55474033,NO,,15
25023064696,240,Entrance L2600,120259.82,2,55474033,NO,,15
25023066301,210,Refarming L2100,83852.64,3,55474066,YES,2,7
25023066301,320,Refarming L2100,102806.94,3,55474066,YES,2,7
25023066301,80,Refarming L2100,114107.61,3,55474066,YES,2,7
25023066302,205,Entrance L2600,88115.79,2,55474066,NO,,3
25023066302,320,Entrance L2600,126540.31,2,55474066,NO,,3
25023066302,80,Entrance L2600,172172.51,2,55474066,NO,,3
25023066302,205,Refarming L2100,88115.79,3,55474066,YES,2,7
25023066302,320,Refarming L2100,126540.31,3,55474066,YES,2,7
25023066302,80,Refarming L2100,172172.51,3,55474066,YES,2,7
25023066303,200,Refarming L2100,84392.76,3,55474066,YES,2,7
25023066303,90,Refarming L2100,43386.88,3,55474066,YES,2,7
25023066305,160,Refarming L2100,80399.32,3,55474066,YES,2,7
25023066305,20,Refarming L2100,27417.85,3,55474066,YES,2,7
25023066305,250,Refarming L2100,60637.97,3,55474066,YES,2,7
25023066306,200,Refarming L2100,81035.01,3,55474066,YES,2,7
25023066306,320,Refarming L2100,66477.21,3,55474066,YES,2,7
25023066306,80,Refarming L2100,78456.75,3,55474066,YES,2,7
25023066307,200,Entrance L2600,108650.63,2,55474066,NO,,15
25023066307,320,Entrance L2600,130764.06,2,55474066,NO,,3
25023066307,80,Entrance L2600,56495.34,2,55474066,NO,,3
25023066307,320,Refarming L2100,130764.06,3,55474066,YES,2,7
25023066307,80,Refarming L2100,56495.34,3,55474066,YES,2,7
25023066308,200,Refarming L2100,98959.69,3,55474066,YES,2,7
25023066308,325,Refarming L2100,201679.59,3,55474066,YES,2,7
25023066308,80,Refarming L2100,149924.9,3,55474066,YES,2,7
25023066309,80,Refarming L1800,75121.59,1,55474066,YES,1,3
25023066309,320,Refarming L2100,96420.76,3,55474066,YES,2,7
25023066310,200,Refarming L2100,148659.05,3,55474066,YES,2,7
25023066310,320,Refarming L2100,120178.52,3,55474066,YES,2,7
25023066310,80,Refarming L2100,221958.51,3,55474066,YES,2,7
25023066311,200,Refarming L1800,69531.98,1,55474066,YES,1,3
25023066311,330,Refarming L2100,40206.43,3,55474066,YES,2,7
25023066311,85,Refarming L2100,108249.21,3,55474066,YES,2,7
25023066312,180,Entrance L2100,174687.73,3,55474066,YES,2,7
25023066312,300,Entrance L2100,212682.62,3,55474066,YES,2,7
25023066312,60,Entrance L2100,149866.57,3,55474066,YES,2,7
25023066314,160,Entrance L2600,213326.93,2,55474066,NO,,3
25023066314,260,Entrance L2600,151824.23,2,55474066,NO,,3
25023066314,45,Entrance L2600,215335.33,2,55474066,NO,,15
25023066314,160,Refarming L2100,213326.93,3,55474066,YES,2,7
25023066314,260,Refarming L2100,151824.23,3,55474066,YES,2,7
25023066315,80,Entrance L2600,99889.66,2,55474066,NO,,3
25023066315,200,Refarming L2100,105087.21,3,55474066,YES,2,7
25023066315,310,Refarming L2100,129716.66,3,55474066,YES,2,7
